Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Philip Rivers (13304208),Philip Rivers,13304208,QB,6100,LAC@DET 09/15/2019 01:00PM ET,LAC,20.6
RB,Austin Ekeler (13304287),Austin Ekeler,13304287,RB/FLEX,6100,LAC@DET 09/15/2019 01:00PM ET,LAC,21.2
WR,Allen Robinson II (13304531),Allen Robinson II,13304531,WR/FLEX,6100,CHI@DEN 09/15/2019 04:25PM ET,CHI,15
RB,Mark Ingram II (13304291),Mark Ingram II,13304291,RB/FLEX,6000,ARI@BAL 09/15/2019 01:00PM ET,BAL,13.2
QB,Jimmy Garoppolo (13304209),Jimmy Garoppolo,13304209,QB,6000,SF@CIN 09/15/2019 01:00PM ET,SF,18.4
RB,Derrick Henry (13304289),Derrick Henry,13304289,RB/FLEX,6000,IND@TEN 09/15/2019 01:00PM ET,TEN,15.7
WR,Cooper Kupp (13304529),Cooper Kupp,13304529,WR/FLEX,6000,NO@LAR 09/15/2019 04:25PM ET,LAR,15.2
RB,Marlon Mack (13304293),Marlon Mack,13304293,RB/FLEX,5900,IND@TEN 09/15/2019 01:00PM ET,IND,13.4
QB,Jared Goff (13304210),Jared Goff,13304210,QB,5900,NO@LAR 09/15/2019 04:25PM ET,LAR,21.5
WR,Josh Gordon (13304533),Josh Gordon,13304533,WR/FLEX,5800,NE@MIA 09/15/2019 01:00PM ET,NE,13.3
QB,Ben Roethlisberger (13304211),Ben Roethlisberger,13304211,QB,5800,SEA@PIT 09/15/2019 01:00PM ET,PIT,20.9
RB,Damien Williams (13304295),Damien Williams,13304295,RB/FLEX,5800,KC@OAK 09/15/2019 04:05PM ET,KC,13.7
RB,Kerryon Johnson (13304297),Kerryon Johnson,13304297,RB/FLEX,5700,LAC@DET 09/15/2019 01:00PM ET,DET,13
WR,Michael Gallup (13304535),Michael Gallup,13304535,WR/FLEX,5600,DAL@WAS 09/15/2019 01:00PM ET,DAL,11
WR,Mike Williams (13304537),Mike Williams,13304537,WR/FLEX,5500,LAC@DET 09/15/2019 01:00PM ET,LAC,11.7
QB,Mitchell Trubisky (13304212),Mitchell Trubisky,13304212,QB,5500,CHI@DEN 09/15/2019 04:25PM ET,CHI,17.1
QB,Kyler Murray (13304213),Kyler Murray,13304213,QB,5400,ARI@BAL 09/15/2019 01:00PM ET,ARI,15.6
QB,Andy Dalton (13304214),Andy Dalton,13304214,QB,5400,SF@CIN 09/15/2019 01:00PM ET,CIN,18.8
RB,Aaron Jones (13304299),Aaron Jones,13304299,RB/FLEX,5400,MIN@GB 09/15/2019 01:00PM ET,GB,13.7
WR,Dede Westbrook (13304539),Dede Westbrook,13304539,WR/FLEX,5400,JAX@HOU 09/15/2019 01:00PM ET,JAX,11.6
RB,Giovani Bernard (13304301),Giovani Bernard,13304301,RB/FLEX,5300,SF@CIN 09/15/2019 01:00PM ET,CIN,14
WR,Dante Pettis (13304541),Dante Pettis,13304541,WR/FLEX,5300,SF@CIN 09/15/2019 01:00PM ET,SF,4.6
QB,Kirk Cousins (13304216),Kirk Cousins,13304216,QB,5300,MIN@GB 09/15/2019 01:00PM ET,MIN,18.2
WR,Will Fuller V (13304543),Will Fuller V,13304543,WR/FLEX,5300,JAX@HOU 09/15/2019 01:00PM ET,HOU,10.7
QB,Josh Allen (13304215),Josh Allen,13304215,QB,5300,BUF@NYG 09/15/2019 01:00PM ET,BUF,17.8
RB,Matt Breida (13304303),Matt Breida,13304303,RB/FLEX,5200,SF@CIN 09/15/2019 01:00PM ET,SF,14.9
QB,Matthew Stafford (13304217),Matthew Stafford,13304217,QB,5200,LAC@DET 09/15/2019 01:00PM ET,DET,18.3
WR,John Brown (13304545),John Brown,13304545,WR/FLEX,5200,BUF@NYG 09/15/2019 01:00PM ET,BUF,13.1
TE,Evan Engram (13304811),Evan Engram,13304811,TE/FLEX,5200,BUF@NYG 09/15/2019 01:00PM ET,NYG,17.4
RB,James White (13304305),James White,13304305,RB/FLEX,5100,NE@MIA 09/15/2019 01:00PM ET,NE,10.4
WR,Sterling Shepard (13304547),Sterling Shepard,13304547,WR/FLEX,5100,BUF@NYG 09/15/2019 01:00PM ET,NYG,0.1
QB,Derek Carr (13304218),Derek Carr,13304218,QB,5100,KC@OAK 09/15/2019 04:05PM ET,OAK,17.3
WR,Marquise Brown (13304549),Marquise Brown,13304549,WR/FLEX,5000,ARI@BAL 09/15/2019 01:00PM ET,BAL,8.3
QB,Marcus Mariota (13304220),Marcus Mariota,13304220,QB,5000,IND@TEN 09/15/2019 01:00PM ET,TEN,19.1
QB,Jacoby Brissett (13304221),Jacoby Brissett,13304221,QB,5000,IND@TEN 09/15/2019 01:00PM ET,IND,15.2
QB,Case Keenum (13304222),Case Keenum,13304222,QB,5000,DAL@WAS 09/15/2019 01:00PM ET,WAS,15
WR,Marvin Jones Jr. (13304551),Marvin Jones Jr.,13304551,WR/FLEX,4900,LAC@DET 09/15/2019 01:00PM ET,DET,13.1
QB,Eli Manning (13304224),Eli Manning,13304224,QB,4900,BUF@NYG 09/15/2019 01:00PM ET,NYG,14.8
QB,Joe Flacco (13304223),Joe Flacco,13304223,QB,4900,CHI@DEN 09/15/2019 04:25PM ET,DEN,15.3
RB,David Montgomery (13304309),David Montgomery,13304309,RB/FLEX,4900,CHI@DEN 09/15/2019 04:25PM ET,CHI,8.4
WR,Mecole Hardman (13304553),Mecole Hardman,13304553,WR/FLEX,4800,KC@OAK 09/15/2019 04:05PM ET,KC,10.6
QB,Ryan Fitzpatrick (13304226),Ryan Fitzpatrick,13304226,QB,4700,NE@MIA 09/15/2019 01:00PM ET,MIA,14.8
RB,LeSean McCoy (13304313),LeSean McCoy,13304313,RB/FLEX,4700,KC@OAK 09/15/2019 04:05PM ET,KC,10.3
RB,Josh Jacobs (13304315),Josh Jacobs,13304315,RB/FLEX,4700,KC@OAK 09/15/2019 04:05PM ET,OAK,15.6
WR,Emmanuel Sanders (13304555),Emmanuel Sanders,13304555,WR/FLEX,4700,CHI@DEN 09/15/2019 04:25PM ET,DEN,15.4
TE,Jared Cook (13304813),Jared Cook,13304813,TE/FLEX,4700,NO@LAR 09/15/2019 04:25PM ET,NO,10
WR,Larry Fitzgerald (13304559),Larry Fitzgerald,13304559,WR/FLEX,4600,ARI@BAL 09/15/2019 01:00PM ET,ARI,11.1
WR,Marquez Valdes-Scantling (13304557),Marquez Valdes-Scantling,13304557,WR/FLEX,4600,MIN@GB 09/15/2019 01:00PM ET,GB,11.2
RB,Phillip Lindsay (13304317),Phillip Lindsay,13304317,RB/FLEX,4600,CHI@DEN 09/15/2019 04:25PM ET,DEN,14.7
WR,Willie Snead IV (13304563),Willie Snead IV,13304563,WR/FLEX,4500,ARI@BAL 09/15/2019 01:00PM ET,BAL,10.1
WR,Christian Kirk (13304571),Christian Kirk,13304571,WR/FLEX,4500,ARI@BAL 09/15/2019 01:00PM ET,ARI,9.2
RB,Kalen Ballage (13304321),Kalen Ballage,13304321,RB/FLEX,4500,NE@MIA 09/15/2019 01:00PM ET,MIA,7.7
WR,Corey Davis (13304567),Corey Davis,13304567,WR/FLEX,4500,IND@TEN 09/15/2019 01:00PM ET,TEN,10.2
WR,Randall Cobb (13304575),Randall Cobb,13304575,WR/FLEX,4500,DAL@WAS 09/15/2019 01:00PM ET,DAL,6.1
RB,Tarik Cohen (13304319),Tarik Cohen,13304319,RB/FLEX,4500,CHI@DEN 09/15/2019 04:25PM ET,CHI,9.7
WR,Marquise Goodwin (13304577),Marquise Goodwin,13304577,WR/FLEX,4400,SF@CIN 09/15/2019 01:00PM ET,SF,8.6
RB,Justin Jackson (13304323),Justin Jackson,13304323,RB/FLEX,4400,LAC@DET 09/15/2019 01:00PM ET,LAC,8.9
WR,Geronimo Allison (13304565),Geronimo Allison,13304565,WR/FLEX,4400,MIN@GB 09/15/2019 01:00PM ET,GB,6.5
WR,Tyrell Williams (13304579),Tyrell Williams,13304579,WR/FLEX,4400,KC@OAK 09/15/2019 04:05PM ET,OAK,13.7
RB,Kenyan Drake (13304325),Kenyan Drake,13304325,RB/FLEX,4300,NE@MIA 09/15/2019 01:00PM ET,MIA,12.5
WR,Adam Humphries (13304581),Adam Humphries,13304581,WR/FLEX,4300,IND@TEN 09/15/2019 01:00PM ET,TEN,5.1
WR,Marqise Lee (13304587),Marqise Lee,13304587,WR/FLEX,4200,JAX@HOU 09/15/2019 01:00PM ET,JAX,1.2
WR,Chris Conley (13304589),Chris Conley,13304589,WR/FLEX,4200,JAX@HOU 09/15/2019 01:00PM ET,JAX,10
RB,Devin Singletary (13304327),Devin Singletary,13304327,RB/FLEX,4200,BUF@NYG 09/15/2019 01:00PM ET,BUF,9.3
WR,Courtland Sutton (13304585),Courtland Sutton,13304585,WR/FLEX,4200,CHI@DEN 09/15/2019 04:25PM ET,DEN,12.6
QB,Taysom Hill (13304239),Taysom Hill,13304239,QB,4200,NO@LAR 09/15/2019 04:25PM ET,NO,1.3
WR,Kenny Stills (13304591),Kenny Stills,13304591,WR/FLEX,4100,JAX@HOU 09/15/2019 01:00PM ET,HOU,7.2
WR,DeVante Parker (13304595),DeVante Parker,13304595,WR/FLEX,4100,NE@MIA 09/15/2019 01:00PM ET,MIA,11.5
WR,Anthony Miller (13304593),Anthony Miller,13304593,WR/FLEX,4100,CHI@DEN 09/15/2019 04:25PM ET,CHI,4.3
RB,Malcolm Brown (13304329),Malcolm Brown,13304329,RB/FLEX,4100,NO@LAR 09/15/2019 04:25PM ET,LAR,3.6
RB,Rashaad Penny (13304333),Rashaad Penny,13304333,RB/FLEX,4000,SEA@PIT 09/15/2019 01:00PM ET,SEA,4.8
WR,Donte Moncrief (13304603),Donte Moncrief,13304603,WR/FLEX,4000,SEA@PIT 09/15/2019 01:00PM ET,PIT,11.1
RB,Dion Lewis (13304331),Dion Lewis,13304331,RB/FLEX,4000,IND@TEN 09/15/2019 01:00PM ET,TEN,7.1
WR,A.J. Brown (13304597),A.J. Brown,13304597,WR/FLEX,4000,IND@TEN 09/15/2019 01:00PM ET,TEN,10
WR,Paul Richardson Jr. (13304605),Paul Richardson Jr.,13304605,WR/FLEX,4000,DAL@WAS 09/15/2019 01:00PM ET,WAS,9
WR,Hunter Renfrow (13304599),Hunter Renfrow,13304599,WR/FLEX,4000,KC@OAK 09/15/2019 04:05PM ET,OAK,8.3
WR,Ted Ginn Jr. (13304601),Ted Ginn Jr.,13304601,WR/FLEX,4000,NO@LAR 09/15/2019 04:25PM ET,NO,7.7
WR,Danny Amendola (13304607),Danny Amendola,13304607,WR/FLEX,3900,LAC@DET 09/15/2019 01:00PM ET,DET,10.8
TE,Vance McDonald (13304817),Vance McDonald,13304817,TE/FLEX,3900,SEA@PIT 09/15/2019 01:00PM ET,PIT,10.3
RB,Chris Thompson (13304339),Chris Thompson,13304339,RB/FLEX,3900,DAL@WAS 09/15/2019 01:00PM ET,WAS,9.9
WR,Trey Quinn (13304609),Trey Quinn,13304609,WR/FLEX,3900,DAL@WAS 09/15/2019 01:00PM ET,WAS,7.7
TE,Mark Andrews (13304821),Mark Andrews,13304821,TE/FLEX,3800,ARI@BAL 09/15/2019 01:00PM ET,BAL,15.1
RB,Raheem Mostert (13304343),Raheem Mostert,13304343,RB/FLEX,3800,SF@CIN 09/15/2019 01:00PM ET,SF,7.7
WR,Keke Coutee (13304613),Keke Coutee,13304613,WR/FLEX,3800,JAX@HOU 09/15/2019 01:00PM ET,HOU,5
RB,Rex Burkhead (13304341),Rex Burkhead,13304341,RB/FLEX,3800,NE@MIA 09/15/2019 01:00PM ET,NE,10.1
WR,Cole Beasley (13304611),Cole Beasley,13304611,WR/FLEX,3800,BUF@NYG 09/15/2019 01:00PM ET,BUF,9.2
TE,Eric Ebron (13304823),Eric Ebron,13304823,TE/FLEX,3800,IND@TEN 09/15/2019 01:00PM ET,IND,6.5
WR,Terry McLaurin (13304621),Terry McLaurin,13304621,WR/FLEX,3800,DAL@WAS 09/15/2019 01:00PM ET,WAS,9.8
WR,DaeSean Hamilton (13304615),DaeSean Hamilton,13304615,WR/FLEX,3800,CHI@DEN 09/15/2019 04:25PM ET,DEN,6.8
WR,Deebo Samuel (13304631),Deebo Samuel,13304631,WR/FLEX,3700,SF@CIN 09/15/2019 01:00PM ET,SF,8.6
RB,Alexander Mattison (13304351),Alexander Mattison,13304351,RB/FLEX,3700,MIN@GB 09/15/2019 01:00PM ET,MIN,5.2
TE,Jimmy Graham (13304825),Jimmy Graham,13304825,TE/FLEX,3700,MIN@GB 09/15/2019 01:00PM ET,GB,8.8
WR,Cody Latimer (13304629),Cody Latimer,13304629,WR/FLEX,3700,BUF@NYG 09/15/2019 01:00PM ET,NYG,10.7
RB,Nyheim Hines (13304349),Nyheim Hines,13304349,RB/FLEX,3700,IND@TEN 09/15/2019 01:00PM ET,IND,7.2
WR,Parris Campbell (13304625),Parris Campbell,13304625,WR/FLEX,3700,IND@TEN 09/15/2019 01:00PM ET,IND,4.6
RB,Tony Pollard (13304345),Tony Pollard,13304345,RB/FLEX,3700,DAL@WAS 09/15/2019 01:00PM ET,DAL,5.8
RB,Royce Freeman (13304347),Royce Freeman,13304347,RB/FLEX,3700,CHI@DEN 09/15/2019 04:25PM ET,DEN,8.5
WR,Taylor Gabriel (13304623),Taylor Gabriel,13304623,WR/FLEX,3700,CHI@DEN 09/15/2019 04:25PM ET,CHI,7.2
TE,Trey Burton (13304819),Trey Burton,13304819,TE/FLEX,3700,CHI@DEN 09/15/2019 04:25PM ET,CHI,2.7
RB,Latavius Murray (13304353),Latavius Murray,13304353,RB/FLEX,3700,NO@LAR 09/15/2019 04:25PM ET,NO,8.4
WR,Tre'Quan Smith (13304627),Tre'Quan Smith,13304627,WR/FLEX,3700,NO@LAR 09/15/2019 04:25PM ET,NO,5.7
RB,Carlos Hyde (13304355),Carlos Hyde,13304355,RB/FLEX,3600,JAX@HOU 09/15/2019 01:00PM ET,HOU,9.8
RB,Jaylen Samuels (13304357),Jaylen Samuels,13304357,RB/FLEX,3600,SEA@PIT 09/15/2019 01:00PM ET,PIT,4.5
WR,James Washington (13304633),James Washington,13304633,WR/FLEX,3600,SEA@PIT 09/15/2019 01:00PM ET,PIT,7.6
RB,C.J. Anderson (13304363),C.J. Anderson,13304363,RB/FLEX,3500,LAC@DET 09/15/2019 01:00PM ET,DET,5
WR,Josh Doctson (13304643),Josh Doctson,13304643,WR/FLEX,3500,MIN@GB 09/15/2019 01:00PM ET,MIN,2
RB,Frank Gore (13304359),Frank Gore,13304359,RB/FLEX,3500,BUF@NYG 09/15/2019 01:00PM ET,BUF,8.3
WR,Zay Jones (13304635),Zay Jones,13304635,WR/FLEX,3500,BUF@NYG 09/15/2019 01:00PM ET,BUF,5.1
TE,Delanie Walker (13304827),Delanie Walker,13304827,TE/FLEX,3500,IND@TEN 09/15/2019 01:00PM ET,TEN,12.1
WR,Demarcus Robinson (13304639),Demarcus Robinson,13304639,WR/FLEX,3500,KC@OAK 09/15/2019 04:05PM ET,KC,4.6
WR,J.J. Nelson (13304641),J.J. Nelson,13304641,WR/FLEX,3500,KC@OAK 09/15/2019 04:05PM ET,OAK,2.8
WR,Cordarrelle Patterson (13304637),Cordarrelle Patterson,13304637,WR/FLEX,3500,CHI@DEN 09/15/2019 04:25PM ET,CHI,2.6
WR,Preston Williams (13304645),Preston Williams,13304645,WR/FLEX,3400,NE@MIA 09/15/2019 01:00PM ET,MIA,10.2
WR,Demaryius Thomas (13304647),Demaryius Thomas,13304647,WR/FLEX,3400,NE@MIA 09/15/2019 01:00PM ET,NE,5.7
RB,Adrian Peterson (13304367),Adrian Peterson,13304367,RB/FLEX,3400,DAL@WAS 09/15/2019 01:00PM ET,WAS,14.1
TE,Jason Witten (13304831),Jason Witten,13304831,TE/FLEX,3400,DAL@WAS 09/15/2019 01:00PM ET,DAL,6.1
TE,Jordan Reed (13304833),Jordan Reed,13304833,TE/FLEX,3400,DAL@WAS 09/15/2019 01:00PM ET,WAS,6.4
RB,Justice Hill (13304375),Justice Hill,13304375,RB/FLEX,3300,ARI@BAL 09/15/2019 01:00PM ET,BAL,4
WR,Michael Crabtree (13304653),Michael Crabtree,13304653,WR/FLEX,3300,ARI@BAL 09/15/2019 01:00PM ET,ARI,0.9
WR,Chad Beebe (13304651),Chad Beebe,13304651,WR/FLEX,3300,MIN@GB 09/15/2019 01:00PM ET,MIN,5.8
WR,Keelan Cole (13304657),Keelan Cole,13304657,WR/FLEX,3300,JAX@HOU 09/15/2019 01:00PM ET,JAX,1.2
WR,Robert Foster (13304649),Robert Foster,13304649,WR/FLEX,3300,BUF@NYG 09/15/2019 01:00PM ET,BUF,0.9
WR,Jaron Brown (13304655),Jaron Brown,13304655,WR/FLEX,3300,SEA@PIT 09/15/2019 01:00PM ET,SEA,4.9
RB,Jalen Richard (13304371),Jalen Richard,13304371,RB/FLEX,3300,KC@OAK 09/15/2019 04:05PM ET,OAK,4.7
TE,Darren Waller (13304847),Darren Waller,13304847,TE/FLEX,3300,KC@OAK 09/15/2019 04:05PM ET,OAK,12.6
RB,Mike Davis (13304369),Mike Davis,13304369,RB/FLEX,3300,CHI@DEN 09/15/2019 04:25PM ET,CHI,8.1
RB,Chase Edmonds (13304383),Chase Edmonds,13304383,RB/FLEX,3200,ARI@BAL 09/15/2019 01:00PM ET,ARI,2
RB,Gus Edwards (13304389),Gus Edwards,13304389,RB/FLEX,3200,ARI@BAL 09/15/2019 01:00PM ET,BAL,3.3
WR,Andy Isabella (13304673),Andy Isabella,13304673,WR/FLEX,3200,ARI@BAL 09/15/2019 01:00PM ET,ARI,0
WR,Miles Boykin (13304679),Miles Boykin,13304679,WR/FLEX,3200,ARI@BAL 09/15/2019 01:00PM ET,BAL,5.6
WR,Damion Willis (13304661),Damion Willis,13304661,WR/FLEX,3200,SF@CIN 09/15/2019 01:00PM ET,CIN,7
WR,Alex Erickson (13304681),Alex Erickson,13304681,WR/FLEX,3200,SF@CIN 09/15/2019 01:00PM ET,CIN,2
WR,Richie James Jr. (13304687),Richie James Jr.,13304687,WR/FLEX,3200,SF@CIN 09/15/2019 01:00PM ET,SF,4.9
WR,Travis Benjamin (13304675),Travis Benjamin,13304675,WR/FLEX,3200,LAC@DET 09/15/2019 01:00PM ET,LAC,9.9
RB,Jamaal Williams (13304379),Jamaal Williams,13304379,RB/FLEX,3200,MIN@GB 09/15/2019 01:00PM ET,GB,6.6
TE,Kyle Rudolph (13304839),Kyle Rudolph,13304839,TE/FLEX,3200,MIN@GB 09/15/2019 01:00PM ET,MIN,8.4
RB,Ryquell Armstead (13304387),Ryquell Armstead,13304387,RB/FLEX,3200,JAX@HOU 09/15/2019 01:00PM ET,JAX,2.5
WR,Jakeem Grant (13304671),Jakeem Grant,13304671,WR/FLEX,3200,NE@MIA 09/15/2019 01:00PM ET,MIA,5
WR,Allen Hurns (13304685),Allen Hurns,13304685,WR/FLEX,3200,NE@MIA 09/15/2019 01:00PM ET,MIA,6
RB,T.J. Yeldon (13304377),T.J. Yeldon,13304377,RB/FLEX,3200,BUF@NYG 09/15/2019 01:00PM ET,BUF,1.5
WR,Tajae Sharpe (13304665),Tajae Sharpe,13304665,WR/FLEX,3200,IND@TEN 09/15/2019 01:00PM ET,TEN,2.7
RB,Wendell Smallwood (13304385),Wendell Smallwood,13304385,RB/FLEX,3200,DAL@WAS 09/15/2019 01:00PM ET,WAS,1.7
TE,Vernon Davis (13304841),Vernon Davis,13304841,TE/FLEX,3200,DAL@WAS 09/15/2019 01:00PM ET,WAS,4.1
RB,Darwin Thompson (13304381),Darwin Thompson,13304381,RB/FLEX,3200,KC@OAK 09/15/2019 04:05PM ET,KC,2.3
WR,Ryan Grant (13304667),Ryan Grant,13304667,WR/FLEX,3200,KC@OAK 09/15/2019 04:05PM ET,OAK,7.5
WR,De'Anthony Thomas (13304683),De'Anthony Thomas,13304683,WR/FLEX,3200,KC@OAK 09/15/2019 04:05PM ET,KC,3.1
WR,Josh Reynolds (13304669),Josh Reynolds,13304669,WR/FLEX,3200,NO@LAR 09/15/2019 04:25PM ET,LAR,2.7
WR,KeeSean Johnson (13304697),KeeSean Johnson,13304697,WR/FLEX,3100,ARI@BAL 09/15/2019 01:00PM ET,ARI,6.4
WR,Chris Moore (13304701),Chris Moore,13304701,WR/FLEX,3100,ARI@BAL 09/15/2019 01:00PM ET,BAL,0.1
WR,DeAndre Carter (13304689),DeAndre Carter,13304689,WR/FLEX,3100,JAX@HOU 09/15/2019 01:00PM ET,HOU,0.9
RB,Paul Perkins (13304393),Paul Perkins,13304393,RB/FLEX,3100,BUF@NYG 09/15/2019 01:00PM ET,NYG,0.4
RB,Benny Snell Jr. (13304395),Benny Snell Jr.,13304395,RB/FLEX,3100,SEA@PIT 09/15/2019 01:00PM ET,PIT,0.6
WR,Ryan Switzer (13304699),Ryan Switzer,13304699,WR/FLEX,3100,SEA@PIT 09/15/2019 01:00PM ET,PIT,7.2
WR,Chester Rogers (13304693),Chester Rogers,13304693,WR/FLEX,3100,IND@TEN 09/15/2019 01:00PM ET,IND,1.5
TE,Jack Doyle (13304837),Jack Doyle,13304837,TE/FLEX,3100,IND@TEN 09/15/2019 01:00PM ET,IND,5.7
WR,Javon Wims (13304691),Javon Wims,13304691,WR/FLEX,3100,CHI@DEN 09/15/2019 04:25PM ET,CHI,1.5
WR,Keith Kirkwood (13304695),Keith Kirkwood,13304695,WR/FLEX,3100,NO@LAR 09/15/2019 04:25PM ET,NO,2.5
WR,Damiere Byrd (13304775),Damiere Byrd,13304775,WR/FLEX,3000,ARI@BAL 09/15/2019 01:00PM ET,ARI,5.2
WR,Seth Roberts (13304803),Seth Roberts,13304803,WR/FLEX,3000,ARI@BAL 09/15/2019 01:00PM ET,BAL,3.2
WR,Jaleel Scott (13304805),Jaleel Scott,13304805,WR/FLEX,3000,ARI@BAL 09/15/2019 01:00PM ET,BAL,0
RB,Kyle Juszczyk (13304479),Kyle Juszczyk,13304479,RB/FLEX,3000,SF@CIN 09/15/2019 01:00PM ET,SF,1.5
WR,Kendrick Bourne (13304785),Kendrick Bourne,13304785,WR/FLEX,3000,SF@CIN 09/15/2019 01:00PM ET,SF,3.7
RB,Ty Johnson (13304421),Ty Johnson,13304421,RB/FLEX,3000,LAC@DET 09/15/2019 01:00PM ET,DET,2.6
RB,J.D. McKissic (13304423),J.D. McKissic,13304423,RB/FLEX,3000,LAC@DET 09/15/2019 01:00PM ET,DET,2.3
RB,Derek Watt (13304477),Derek Watt,13304477,RB/FLEX,3000,LAC@DET 09/15/2019 01:00PM ET,LAC,0.2
